Gene,Frequency,Median_Rank
HOMER2,3,1455
CYGB,3,1456
AC025165.2,3,1457
SYTL2,3,1457
AC243960.3,3,1458
AC007262.2,3,1459
ZBTB1,3,1459
AC136604.2,3,1460
RIN1,3,1460
RORA-AS1,3,1460
AC002306.1,3,1461
AC091132.5,3,1463
AC104134.1,3,1463
LINC01644,3,1463
MAT2A,3,1464
AC008906.1,3,1465
CD244,3,1465
LINC02055,3,1465
RTN4RL2,3,1466
VSTM2L,3,1466
TRAM2-AS1,3,1467
ZNF850,3,1468
CHPT1,3,1469
EBF4,3,1469
OVOL1,3,1469
ZNF8,3,1469
MMP28,3,1470
STAP1,3,1473
ZNF703,3,1474
FAM124B,3,1477
ZSCAN29,3,1479
AC239799.1,3,1485
KIAA1211L,3,1485
AC092647.5,3,1486
JAZF1-AS1,3,1486
LINC02043,3,1489
PLPP5,3,1490
AC104825.1,3,1492
ANXA6,3,1492
AL158071.4,3,1493
PRCD,3,1493
PLA2G4E-AS1,3,1495
USP46-AS1,3,1495
AL080317.3,3,1498
RASSF4,3,1499
EDDM13,3,1500
MSX1,3,1500
WDR78,3,1500
GARNL3,3,1501
SPA17,3,1501
PKN3,3,1503
AL445685.1,3,1506
SSTR3,3,1506
LGALS9C,3,1507
EVC2,3,1510
HAAO,3,1511
LINC00235,3,1511
PPP1R16B,3,1511
VEGFA,3,1512
AC097534.1,3,1513
AL158801.2,3,1514
AC091057.3,3,1517
PHLDB1,3,1518
AL117379.1,3,1520
C3orf33,3,1520
HOXB7,3,1522
ZNF813,3,1522
AC087318.1,3,1525
LIPC,3,1525
SLFNL1,3,1525
CACNA2D4,3,1526
DDX17,3,1526
COPZ2,3,1527
GSN,3,1527
SCD5,3,1527
TDRKH-AS1,3,1527
PCED1B,3,1529
CASTOR1,3,1530
TPD52L1,3,1534
ZNF600,3,1535
TMEM54,3,1536
ZNF829,3,1537
TAS2R10,3,1539
AL359220.1,3,1540
AL645941.2,3,1540
MAP3K10,3,1541
AC068389.4,3,1542
CCDC89,3,1542
ZNF514,3,1542
SERBP1,3,1543
AC008608.2,3,1545
HNRNPA1L2,3,1545
PRRC2C,3,1545
ZNF57,3,1546
DLGAP4-AS1,3,1547
ARL6,3,1549
ZNF382,3,1550
ZHX1-C8orf76,3,1552
LIMS1,3,1553
MMP25,3,1554
POLR2J2,3,1555
AC087632.1,3,1556
HEXIM1,3,1557
AL391839.2,3,1559
MIB2,3,1559
IFNLR1,3,1560
CLCF1,3,1562
ZC3H12D,3,1564
NRIP3,3,1567
FAM239B,3,1571
RIC3,3,1572
SDK2,3,1574
PTK6,3,1575
IGFBP2,3,1576
ARHGAP5-AS1,3,1581
ROR1,3,1582
PAN3-AS1,3,1585
PPP1R14C,3,1585
AC040162.3,3,1586
LRIG1,3,1586
JMJD6,3,1587
MPP2,3,1587
AL049597.2,3,1588
FNDC11,3,1588
MORN4,3,1588
RGS5,3,1588
AC069544.1,3,1589
GP5,3,1590
NKX3-1,3,1590
AC005261.3,3,1591
BCL2L1,3,1591
ETV7,3,1592
METTL8,3,1592
LY6E-DT,3,1593
AC018647.2,3,1595
AC025188.1,3,1595
LACTB2-AS1,3,1595
CCDC80,3,1599
CNFN,3,1599
GOLGA6L9,3,1599
LINC02166,3,1599
EPHB6,3,1600
CNBP,3,1601
AC008443.5,3,1602
AKR7A3,3,1603
AC018645.2,3,1604
CXorf57,3,1604
DHFR2,3,1604
AL357078.1,3,1605
AC103591.3,3,1606
KDELR3,3,1606
BCL2,3,1610
SPATA1,3,1610
ARL14EPL,3,1611
TRABD2A,3,1612
SYCP2,3,1613
CA6,3,1614
SERPINE2,3,1614
FBXL14,3,1616
CCL28,3,1617
LINC00565,3,1617
PLEKHA7,3,1618
PPFIA3,3,1620
PIP5K1B,3,1621
AC012074.1,3,1623
AC008957.1,3,1624
AC091564.2,3,1627
MRPL18,3,1627
AL139246.5,3,1628
CXXC5,3,1630
CDC42EP2,3,1631
MIRLET7BHG,3,1633
AC108134.3,3,1634
AC097382.2,3,1636
BST2,3,1637
SLC13A3,3,1637
AC005899.7,3,1638
GRHL1,3,1638
AC239800.3,3,1639
SULT1B1,3,1639
TOP2A,3,1639
CAPS2,3,1640
ETV3,3,1643
BEX2,3,1645
MAMLD1,3,1645
MRPS6,3,1647
AC005332.6,3,1648
APBB1IP,3,1648
MAP1A,3,1650
CYB5D2,3,1651
TESC,3,1651
AL353135.1,3,1653
AP001610.1,3,1653
PCSK5,3,1653
EPPK1,3,1655
NFIA,3,1655
SNX22,3,1655
AL356215.1,3,1656
FAM161A,3,1656
AC008764.6,3,1657
ADAMTS17,3,1657
ATP6V0E1,3,1657
CHRNA10,3,1658
PITRM1-AS1,3,1658
AC004520.1,3,1659
TDRD15,3,1659
AC245052.4,3,1660
C7orf25,3,1661
LAMA2,3,1661
AL049830.3,3,1662
ITGAM,3,1662
TMEM79,3,1663
SPN,3,1664
FBXL18,3,1666
TRAPPC2,3,1666
ZNF853,3,1667
ZNF763,3,1668
SCML1,3,1669
UBE2B,3,1669
EFNB2,3,1671
ARAP3,3,1672
BTK,3,1672
NLK,3,1672
GSTM3,3,1673
AC025181.2,3,1674
AL645941.3,3,1674
LRFN4,3,1674
POLR2A,3,1677
MRPL1,3,1678
SENP8,3,1679
ZNF799,3,1679
AC012651.1,3,1680
CCDC17,3,1680
DUSP16,3,1680
CYP2A6,3,1681
CNNM4,3,1683
FNDC3B,3,1683
SOCS3,3,1683
AC048341.2,3,1684
AC107081.2,3,1685
AC139149.1,3,1685
FBXO36,3,1686
TIGD5,3,1687
AL118558.3,3,1689
JAKMIP2,3,1689
CDK1,3,1691
FAM131C,3,1691
PDCD1LG2,3,1691
SLFN12L,3,1691
AL356417.1,3,1693
AC036176.1,3,1695
ATP10A,3,1696
NAPSA,3,1698
AC092053.3,3,1700
AL121574.1,3,1700
LONRF2,3,1701
TBCE,3,1702
LINC02482,3,1703
KHDC1,3,1705
LPAR5,3,1705
TLE1,3,1706
BX571846.1,3,1707
PPP1R32,3,1707
ALPK2,3,1711
PDGFD,3,1711
GLIDR,3,1712
IL18R1,3,1712
PNISR,3,1715
S1PR4,3,1717
RUFY4,3,1718
HIST1H2AI,3,1721
PROB1,3,1721
RAB11FIP5,3,1721
CEP72,3,1723
DCXR,3,1723
PIK3IP1,3,1723
MYLIP,3,1725
TSHZ3,3,1726
LMO4,3,1727
ZBTB9,3,1728
SF1,3,1729
TMED6,3,1730
ASCL5,3,1732
SEPT4,3,1732
CLEC4E,3,1733
POU2F2,3,1733
AL353194.1,3,1734
HNRNPA1P48,3,1735
SHF,3,1736
AL592494.3,3,1738
MIA-RAB4B,3,1739
FCGR2A,3,1740
AC083829.2,3,1742
EFCC1,3,1742
ESR1,3,1745
ITPKA,3,1745
SLC20A1,3,1745
SMKR1,3,1745
AC005586.1,3,1746
AC092329.3,3,1748
AC133550.1,3,1749
AL020996.1,3,1749
CRYGN,3,1749
AL590399.1,3,1750
SEMA4F,3,1751
CCR5,3,1752
AGER,3,1753
GNAZ,3,1757
YPEL3,3,1758
AC096887.1,3,1759
LAX1,3,1759
C5,3,1763
AC004771.4,3,1764
FAM174B,3,1766
IRAK1BP1,3,1767
DAG1,3,1768
DNM1,3,1768
LINC01146,3,1769
CD8B2,3,1771
TMEM171,3,1771
DAB2,3,1774
ROM1,3,1775
RBM8A,3,1777
AC073389.1,3,1778
AL022341.1,3,1778
RAB7B,3,1779
AL109914.1,3,1780
LINC02569,3,1781
CLEC7A,3,1784
GLS2,3,1784
RAP1B,3,1785
AC012615.5,3,1787
CD302,3,1787
AL118506.1,3,1788
CCNT2-AS1,3,1790
ABCB6,3,1791
CEP112,3,1796
SNHG12,3,1803
KANSL1L,3,1804
LRP5L,3,1805
STXBP1,3,1805
AC108673.3,3,1806
EPAS1,3,1809
LINC00843,3,1809
IFI44L,3,1810
AC009065.4,3,1814
KYAT1,3,1814
AP003716.1,3,1817
LGALS12,3,1818
HIF1A-AS2,3,1820
DOK2,3,1821
FP565260.3,3,1823
ARL6IP5,3,1824
AC011446.2,3,1825
ZNF419,3,1827
AC124312.1,3,1828
SLC9A3R2,3,1831
TMX2-CTNND1,3,1832
AC139491.7,3,1833
MXRA8,3,1833
GPAM,3,1835
CIPC,3,1836
TSPAN2,3,1841
ADGRB1,3,1843
ATP1B1,3,1843
IL4R,3,1846
AC022916.1,3,1847
CALML4,3,1847
AP003472.1,3,1849
FAM224B,3,1850
TBC1D16,3,1850
TBC1D10C,3,1851
MORN3,3,1852
MFSD6,3,1853
MORN1,3,1853
AP005329.1,3,1854
LINC00239,3,1855
PARP8,3,1862
PTPN4,3,1863
HOXB2,3,1866
TRAJ42,3,1868
BHLHE23,3,1872
GGA2,3,1876
LINC01547,3,1879
MTCP1,3,1881
CDK18,3,1883
TBC1D3F,3,1883
SERF1B,3,1884
ERBB2,3,1886
AP003557.1,3,1894
TAP1,3,1894
CDKL1,3,1899
FAM160A1,3,1900
HIST1H2AG,3,1902
ZKSCAN3,3,1904
CCDC50,3,1905
SYNPO2,3,1906
POC1B-GALNT4,3,1907
MZF1-AS1,3,1917
AC104078.1,3,1925
IGF2R,3,1925
PKDCC,3,1925
AC134669.1,3,1928
CCDC74B,3,1929
ATP1A1,3,1931
ZNF439,3,1932
ANXA2R,3,1940
N4BP3,3,1945
SNN,3,1945
MAGEH1,3,1946
GPR137B,3,1950
AP003068.2,3,1953
PXT1,3,1962
IGHV1-58,2,47.5
IGKV2D-26,2,83
KRT17,2,245.5
SERF2,2,256
CMA1,2,260
IGKV1D-17,2,273
ANGPTL4,2,293.5
AC093525.6,2,302
SPINK1,2,304.5
CNRIP1,2,310.5
IGHV4-55,2,310.5
CCDC30,2,311
EAF1-AS1,2,328.5
CLC,2,329
AL596220.1,2,329.5
CASC15,2,359
LINC01104,2,359
AL162274.2,2,361
RAMP2,2,367
AC110995.1,2,374.5
CIDEC,2,377
NCCRP1,2,382.5
AC012636.1,2,396
AC239803.3,2,402
PLXNA4,2,403
CCDC144NL-AS1,2,407.5
CD44-AS1,2,416.5
AC105180.1,2,422.5
AC068196.1,2,425
LINC01143,2,429
TMEM178A,2,438.5
AF106564.1,2,441
AL451065.1,2,441.5
DHRS9,2,442.5
LINC02550,2,446.5
AC027607.1,2,447.5
AC107464.3,2,448
AC068580.4,2,448.5
CYBA,2,449.5
NTRK1,2,455
TMEM176A,2,457.5
BRI3,2,458.5
LINC02367,2,460.5
AC069503.2,2,464
LINC00461,2,465
TPT1,2,467
AC106886.3,2,469
CLDN23,2,472.5
LCN8,2,475
IGLV1-50,2,476.5
PEBP4,2,476.5
AC121757.1,2,484.5
AC124242.1,2,484.5
TRIM54,2,484.5
LINC00449,2,490
KIF24,2,491.5
Z97192.2,2,493
PPBP,2,494.5
AC026412.3,2,495
RMDN2,2,496
SGCA,2,500
TMC4,2,504
AC111006.1,2,505
C11orf94,2,513
AC009303.2,2,513.5
ZNF843,2,513.5
NPIPB6,2,515.5
SPDYE2,2,516
AC004943.2,2,517
AC098820.2,2,517
IGHV2-70D,2,517.5
AC091153.3,2,518.5
AC024896.1,2,520.5
ZFP69B,2,520.5
MAOA,2,523.5
AC006449.2,2,524
STEAP1B,2,525
LINC01220,2,525.5
AC084116.1,2,529.5
AC090627.1,2,532.5
AL139220.2,2,539.5
COL5A2,2,542.5
AC004528.2,2,544
AC005730.2,2,545.5
AC068831.6,2,546.5
AC009159.3,2,549
AL158152.1,2,552
AC003956.1,2,554.5
AP000904.1,2,554.5
AC016831.5,2,556
IHH,2,556.5
ZNF462,2,557
AP1S2,2,561.5
KIAA1024,2,561.5
PROSER2,2,562.5
AC008937.3,2,563.5
ITGBL1,2,568.5
PACSIN3,2,570
AC026254.2,2,573.5
HAP1,2,573.5
TLR9,2,575
CNNM3-DT,2,575.5
AC036108.1,2,576
NR6A1,2,578
AC007611.1,2,578.5
CDC42BPA,2,580.5
GNAO1,2,581
AF178030.1,2,584.5
LPL,2,587
AL031595.2,2,590.5
ALOXE3,2,591
STARD4-AS1,2,592
ATP8B3,2,592.5
MAFIP,2,592.5
HOXA-AS3,2,594.5
AC093901.1,2,596.5
AC079315.1,2,597
CGN,2,597
CD276,2,600
AP001437.1,2,602
IGKV1-13,2,603
CYP2J2,2,604
AP001318.2,2,605
XK,2,607.5
AC009812.3,2,610
RNF208,2,610
MT-ND3,2,615
AC234582.2,2,619
AC025283.3,2,620
TSPAN15,2,622.5
AL390729.1,2,626
TAS2R31,2,627
AC097359.2,2,628.5
AL138995.1,2,630
AURKC,2,631.5
AC113133.1,2,632.5
PNMT,2,635
TUNAR,2,635.5
TMC5,2,636.5
AC007743.1,2,637.5
AC024560.1,2,639
AC093503.2,2,640
PLCB3,2,640
IL6R-AS1,2,640.5
AL359636.1,2,642.5
SNORC,2,642.5
GPSM3,2,643.5
AC008750.7,2,645
LINC01355,2,646
AL158071.3,2,647
SKOR1,2,647.5
GRM2,2,650.5
AC005253.1,2,653
ANG,2,654.5
TUBA4B,2,654.5
AL133383.1,2,659.5
CR381653.1,2,660.5
AP000442.1,2,661.5
LINC00115,2,662
AC092809.4,2,663.5
IGKV2-40,2,663.5
SETBP1,2,664.5
AP000919.3,2,665.5
SERF1A,2,665.5
AC003681.1,2,667
IGSF9B,2,667
PLCE1,2,667.5
NRXN2,2,668.5
AC121761.1,2,670
CCDC83,2,670.5
DISP2,2,673
EIF2S3B,2,673.5
AL591368.1,2,675
FBXO24,2,680
SOGA1,2,680
AL031316.1,2,683
FAM53B-AS1,2,685.5
ITGB3,2,686.5
AC009802.1,2,687.5
CORT,2,687.5
MTCL1,2,690
INHBB,2,691.5
SUPT3H,2,692.5
ERICD,2,693
IFT74-AS1,2,693.5
PSCA,2,695
TMEM240,2,696.5
SPDYE1,2,699
AC105411.1,2,700.5
DIRC3,2,701
CYB5R2,2,701.5
LPAR3,2,702
ETNK2,2,702.5
LINC01980,2,706
SLITRK5,2,707
NFIB,2,709.5
AP002383.2,2,710
MME,2,712
DRICH1,2,713
AP001059.2,2,713.5
AC124319.2,2,714.5
TMEM51,2,716
MELTF-AS1,2,719.5
LY86-AS1,2,720.5
ZNF521,2,720.5
IGHJ6,2,722
TRAJ45,2,722
AC007823.1,2,723
LHX4,2,723.5
GJC3,2,724
AC004846.1,2,725
AP003170.4,2,727
FAM178B,2,727
CC2D2A,2,728
KCNJ15,2,729.5
AC060766.6,2,730
AC009148.1,2,731.5
FOXRED2,2,732
AC006157.1,2,732.5
SLFNL1-AS1,2,733.5
RWDD2A,2,734
TECPR2,2,739
RHPN2,2,740.5
AL358472.4,2,743
NME1-NME2,2,743.5
CFHR1,2,744
FAM87B,2,744.5
BSN,2,745
SLC16A8,2,745.5
PTGR1,2,746
RGS7,2,746.5
TTLL9,2,746.5
SMIM33,2,748.5
AC022306.2,2,749
CCL8,2,751
GAS1RR,2,751.5
MYO10,2,751.5
ZC3HAV1L,2,752
AC018946.1,2,752.5
OCIAD1-AS1,2,752.5
AC083843.2,2,755
LINC01251,2,755
SMAD9,2,756
SLC25A15,2,759
LYG1,2,759.5
PLEKHD1,2,760.5
AC025442.1,2,762
CARD14,2,762.5
CDR2L,2,765
AC109826.1,2,765.5
SSH3,2,765.5
LRP5,2,766
THNSL1,2,767
AL035587.1,2,768
CACNA1F,2,768.5
FCGR1A,2,768.5
TGIF2-RAB5IF,2,769
CCDC114,2,770.5
AC009948.3,2,773.5
GRID1,2,773.5
MEIG1,2,774
ABALON,2,774.5
TXLNG,2,774.5
AC092118.2,2,775
AC099850.1,2,775.5
AC104129.1,2,776.5
AL360181.2,2,777
MIR4458HG,2,777
AC092329.1,2,777.5
AC116366.1,2,778
AC124045.1,2,779
REEP2,2,779
IL17F,2,780
SVIP,2,780
PCDHGB6,2,781
AC022211.2,2,781.5
AL353804.1,2,784
PHF7,2,784
NRCAM,2,784.5
ALDH8A1,2,785
GTF3C2-AS1,2,785
SLC30A8,2,786
AC008875.1,2,786.5
AC130352.1,2,787.5
ZNF460-AS1,2,790
RTEL1-TNFRSF6B,2,792
AC004264.1,2,792.5
AC091185.1,2,792.5
PLEKHB1,2,793.5
AC108136.1,2,794.5
TMEM26-AS1,2,797.5
BBS12,2,798
FO704657.1,2,798
RBMS2,2,798
FGA,2,800
CD1A,2,800.5
PRRT4,2,801
AC097468.3,2,802
CES4A,2,802.5
AP001160.1,2,803
AC004706.1,2,804
TRAJ38,2,804.5
VWA8-AS1,2,805
AC005332.7,2,805.5
CCDC73,2,805.5
MST1R,2,806
HIST2H2AB,2,809
AC004990.1,2,811
AC079174.2,2,811
DCAF4L1,2,812
AC012313.8,2,812.5
AC004877.1,2,813
GATA3-AS1,2,813
HMCN1,2,813.5
ASPRV1,2,814
TRGV6,2,814
CDH15,2,814.5
AL358115.1,2,817
DKK2,2,818.5
AC105935.1,2,819
PXDNL,2,820.5
MT-CYB,2,822.5
AC074138.1,2,823.5
ECM2,2,824
STAG3,2,825
AC090844.2,2,829
AHSG,2,829
KLHL13,2,829.5
SIGLEC5,2,829.5
AL353596.1,2,832
RASGRF2-AS1,2,832
AC022087.1,2,832.5
DGKA,2,834.5
PPIAL4C,2,834.5
CSE1L-AS1,2,835.5
CD163L1,2,836
WFIKKN1,2,836.5
AC092053.2,2,837.5
COLEC12,2,838.5
SRRM5,2,839
HLA-E,2,839.5
AL031665.2,2,840
DXO,2,841
SPRY3,2,841.5
AC132938.3,2,842
AC009318.3,2,843
TJP3,2,843
ARHGAP44,2,843.5
LINC02506,2,843.5
TLCD2,2,843.5
NUTM2A,2,844
AC020909.3,2,845.5
Z84485.1,2,846.5
FCGR1B,2,848
SLC45A3,2,848
AL445673.1,2,848.5
C1orf194,2,848.5
GLT1D1,2,850.5
AC107464.1,2,851
KNG1,2,851.5
CFL1,2,852
PLCH1,2,852
CXCL11,2,852.5
AC009119.1,2,853.5
TFCP2L1,2,853.5
AC083949.1,2,854
BCAN,2,854
SMIM1,2,855
AC093157.2,2,856.5
CDHR2,2,856.5
PRSS56,2,857
LRG1,2,857.5
ALS2CL,2,860
CCNJL,2,860
TTC30A,2,860
STOX1,2,860.5
MAP6D1,2,861.5
AC073115.1,2,862
IQSEC2,2,864
AL136084.2,2,865
LINC02381,2,866.5
SAMSN1-AS1,2,866.5
ADGRA3,2,869
IGKV1OR2-108,2,871
RAB3A,2,871
AP000866.2,2,872
SDCBP2,2,872
C9orf131,2,873
FGG,2,873.5
FAM71E1,2,874
AC008914.1,2,875
MEIS2,2,877
AC011933.3,2,878.5
PGA3,2,878.5
CBX2,2,879
KIAA1671,2,879
RNASEK,2,879.5
AC136475.1,2,880
ACBD3-AS1,2,880
ACVR2A,2,880
AP003774.4,2,880.5
ERVH48-1,2,881.5
LIPA,2,881.5
ODF3L1,2,882.5
IGSF22,2,883
MATN4,2,885
JRKL,2,886
NYAP2,2,886
ACOX3,2,887.5
AL442128.2,2,887.5
C17orf97,2,887.5
RBP1,2,888
TMEM249,2,888.5
RALGPS1,2,890
SMPDL3A,2,890
FBN1,2,890.5
PGF,2,890.5
PTPN13,2,890.5
SOX5,2,891.5
AKTIP,2,892.5
THEMIS2,2,893
AC012173.1,2,893.5
AC068282.1,2,899
AIFM2,2,900
SNAP25,2,902
AL133485.1,2,902.5
PPP1R2B,2,902.5
FKBP11,2,903.5
ZYX,2,904
AC004492.1,2,905
AC138207.2,2,905
AC090739.1,2,906
AMT,2,906.5
AC007292.1,2,907
AC036108.3,2,908
AL121935.2,2,908
AC027271.1,2,908.5
AL358113.1,2,908.5
LILRA6,2,909.5
AC008770.2,2,910
SPDL1,2,910
CACHD1,2,910.5
FARP1,2,911
AC092159.2,2,912
PLXNA2,2,913.5
Z97198.1,2,913.5
PRSS22,2,914
SLC7A3,2,914.5
ZNF250,2,914.5
AL139424.1,2,915
CD109,2,917
KLLN,2,918
LINC00106,2,918
TMEM72-AS1,2,920
AL035701.1,2,926.5
VNN3,2,926.5
XG,2,926.5
AC026471.2,2,929
AC145285.2,2,929.5
MYEOV,2,929.5
OR52N4,2,929.5
ANKRD60,2,930
DDX43,2,930
GSTA4,2,930
NMUR1,2,930.5
AC092803.2,2,931.5
CCDC15,2,932
RBM3,2,932
ITSN1,2,933.5
LZTS3,2,935
ZSCAN23,2,935.5
MPP3,2,936
AC009630.1,2,937
TUBG2,2,937
NIPAL4,2,938
SRRM2,2,939
MAP3K14-AS1,2,940
AC009509.1,2,943.5
AC037459.3,2,944.5
KCTD11,2,944.5
LINC00891,2,945
NCOA6,2,946
LINC02391,2,946.5
CILP2,2,947
SH3TC1,2,947
AC015726.1,2,947.5
AL133467.2,2,949
RAB15,2,949
OLFML3,2,952
PARVA,2,952.5
CFAP61,2,953
ICAM3,2,953
EVA1C,2,953.5
PFN2,2,954
TMTC4,2,954
ESCO2,2,954.5
THEGL,2,955
VRK3,2,955
AL031705.1,2,955.5
MAGED4,2,958.5
ZBTB20-AS5,2,959
EMP2,2,959.5
AC011287.1,2,960
ELMO3,2,960
FNBP1L,2,960
SPAG6,2,960.5
STRBP,2,960.5
AC124283.1,2,961
SELENBP1,2,961.5
ENO1,2,962
TRAV9-1,2,962.5
ARFGEF3,2,963
TRMT112,2,963.5
AL109741.1,2,964
ZFR2,2,965
TMEM132C,2,966.5
ADGRL1,2,968.5
AC024243.1,2,969
HAL,2,970
TRAJ23,2,970
MPZL2,2,970.5
HOXA1,2,971.5
AL109917.1,2,972
FLVCR1,2,972
MGAT5B,2,972
S100A2,2,972.5
FBXO25,2,973.5
MIR4435-2HG,2,974
AL132655.2,2,975
AC022509.3,2,976.5
MYLK-AS1,2,977.5
TRIM65,2,977.5
LINC02298,2,978.5
PMS1,2,979.5
METTL27,2,981
IPO9-AS1,2,981.5
AC013403.2,2,982
AJAP1,2,983
SLC8A2,2,983
AC063977.6,2,984.5
DIP2C,2,984.5
KIAA1324L,2,984.5
AC008747.1,2,985
DGUOK-AS1,2,985
F2RL2,2,986.5
HIST1H4I,2,986.5
AC005837.1,2,987
HHEX,2,987.5
AL359397.2,2,989
TEX14,2,989
MIR1-1HG-AS1,2,990
MMAA,2,991
AL121594.1,2,991.5
SIAH3,2,993
MFSD6L,2,993.5
PCAT6,2,993.5
AC135782.1,2,994.5
NPBWR2,2,996.5
TGFBR3L,2,997
AC027290.1,2,998
FMN1,2,998.5
IL21-AS1,2,998.5
AC104596.1,2,999
BOLA2,2,1001.5
DTX1,2,1002
AP003733.3,2,1002.5
AC007608.3,2,1003
AC097724.1,2,1003
CLDN5,2,1003
AC007569.1,2,1003.5
U62317.3,2,1004.5
GIMAP8,2,1006.5
SLC35G6,2,1007
SMARCA5,2,1007.5
AC095055.1,2,1008
HPCAL4,2,1009
AL732314.6,2,1009.5
AP001160.3,2,1010
NUDT17,2,1010
USP18,2,1011
AC067930.2,2,1011.5
AL627309.1,2,1011.5
ZNF527,2,1012.5
AL928970.1,2,1013
AC243772.2,2,1014
AC004067.1,2,1015.5
AP000254.1,2,1015.5
CCDC38,2,1016.5
PRSS40A,2,1017
SH3D19,2,1019.5
RUNDC3B,2,1020
ADH1A,2,1020.5
CCDC107,2,1020.5
LINC01315,2,1022.5
AC008149.1,2,1023.5
DHH,2,1024.5
POMT2,2,1024.5
RHD,2,1026
PPP1R26-AS1,2,1026.5
RNF157-AS1,2,1026.5
CSTF3-DT,2,1027.5
FILIP1L,2,1027.5
CMTM8,2,1028
SLC15A2,2,1028.5
NR1D1,2,1029
AC006547.2,2,1029.5
AC016745.2,2,1029.5
AL031846.2,2,1030
AC137630.4,2,1031.5
DEGS2,2,1032
TG,2,1032
ZP3,2,1034
NTN1,2,1035.5
PPP1R27,2,1035.5
PRH1,2,1037.5
MGLL,2,1038.5
AKR1E2,2,1041
ARHGAP20,2,1043
AC092903.2,2,1044
ZNF670-ZNF695,2,1044
AC022154.1,2,1044.5
TIGD2,2,1045.5
TSLP,2,1045.5
NR2F2,2,1046
AC244090.1,2,1046.5
TUSC1,2,1048.5
EYA2,2,1049
VSTM2B,2,1049
HES5,2,1051
AC092747.4,2,1051.5
F2RL3,2,1051.5
TMLHE-AS1,2,1051.5
AL117328.2,2,1052.5
AC009086.2,2,1053
AL353719.1,2,1053
THBS3,2,1053
AC138969.1,2,1053.5
IGFBP6,2,1054
AL512631.2,2,1055
CNOT6,2,1055
TINCR,2,1055.5
AL355073.2,2,1056
AC007952.4,2,1057
AC012510.1,2,1057
AC093677.2,2,1057
AC005224.3,2,1057.5
AP000654.1,2,1058
LILRB4,2,1058.5
AP001347.1,2,1060
ICA1L,2,1060
AC087521.4,2,1060.5
KMO,2,1060.5
AC110769.2,2,1061
AL359237.1,2,1061
ZMYM2,2,1061
PC,2,1061.5
NEURL1,2,1062
PSMB10,2,1062
AC127024.6,2,1062.5
ARMC3,2,1062.5
HEXIM2,2,1062.5
AC078777.1,2,1063
AC112484.3,2,1063.5
GPM6B,2,1064
SCRIB,2,1064
CORO2A,2,1066
LURAP1,2,1066
AC008894.2,2,1066.5
RHEX,2,1067
WDR86,2,1067.5
ATP5F1D,2,1069
CACNB4,2,1069
PARS2,2,1069
ACRBP,2,1069.5
AL596202.1,2,1069.5
CNR1,2,1069.5
AL080317.2,2,1072.5
AVEN,2,1072.5
FAM219A,2,1072.5
MRC2,2,1073.5
AC027307.1,2,1074
AC107241.1,2,1075
AL137784.2,2,1075
GALNT12,2,1075
TXLNB,2,1075
ZNF433,2,1076
AC098936.1,2,1077
ABCC2,2,1077.5
AC011933.4,2,1077.5
FAN1,2,1078.5
CDC42BPB,2,1079
DSCR9,2,1079
F8A1,2,1080
AC008750.8,2,1080.5
ANKRD22,2,1080.5
RUNDC3A-AS1,2,1081.5
AL133453.1,2,1082
AL121935.1,2,1083.5
PHF13,2,1083.5
ZNF260,2,1083.5
AC009549.1,2,1084.5
GPR55,2,1084.5
REEP6,2,1084.5
ZDHHC15,2,1084.5
AC080075.1,2,1085.5
PRR29,2,1085.5
NAT14,2,1086
AL160269.1,2,1087
AC087280.2,2,1087.5
CCDC148,2,1087.5
HSD17B1,2,1087.5
TSTD1,2,1087.5
AC004803.1,2,1088
OXCT2,2,1089
CDCA7L,2,1089.5
COG8,2,1089.5
SHISAL1,2,1089.5
AC009495.1,2,1090
ZNF610,2,1090
MAMSTR,2,1090.5
AC007040.1,2,1091
AC091180.5,2,1093
ASCL1,2,1093.5
ITGA11,2,1093.5
AC021242.3,2,1094
UBASH3A,2,1094.5
CLSTN2,2,1095.5
NBPF20,2,1095.5
AC080023.1,2,1096
LINC02365,2,1097
CTAGE6,2,1097.5
MSRB3,2,1098
CCDC24,2,1098.5
GCOM1,2,1099.5
AC018529.2,2,1100
CCDC150,2,1100
HLX,2,1100.5
AC022973.2,2,1101.5
FANK1,2,1101.5
NEDD4L,2,1101.5
AL589666.1,2,1102
LINC01144,2,1103
MCTP1,2,1105
TAPBP,2,1105
AC074032.1,2,1106
ACE,2,1106
CA3-AS1,2,1106
GPRC5D-AS1,2,1106
ITGA7,2,1106
KIFC3,2,1106.5
AC005726.1,2,1107
LINC00563,2,1107
LINC02042,2,1107
ZNF157,2,1107
AC087164.1,2,1107.5
RHOBTB2,2,1107.5
TFF3,2,1107.5
AC006017.1,2,1108
AC010834.1,2,1108
NIM1K,2,1108
AL117350.1,2,1108.5
AP004609.1,2,1108.5
C17orf113,2,1108.5
DCLK2,2,1109
DDN,2,1109.5
SOCS6,2,1110
AC022098.1,2,1111.5
CRTC3-AS1,2,1111.5
PRND,2,1111.5
INTS6-AS1,2,1112.5
NHLRC1,2,1112.5
ZNF578,2,1112.5
AC016588.1,2,1113
AC068473.1,2,1113
GALNT18,2,1113
RARS2,2,1114
UQCR10,2,1115.5
FBXO47,2,1116.5
DDR2,2,1117
AC040970.1,2,1118.5
LIG4,2,1119
MPP6,2,1119
